filepath,predicted_class,probability,inference_time_s
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/4780d24e3922c50780706e46dde77e49.jpg,16, 0.9091, 0.04698
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/b82294b1bf2b0d9c506e76e18693be73.jpg,16, 0.8160, 0.04256
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/3895a37d3d24bfac986732cd99e45f7c.jpg,16, 0.9711, 0.04943
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/517f0daf6e807d2704f0b8f60e112a9c.jpg,16, 0.9638, 0.03596
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/93236a0675211cf44e84f7b3a1ad7c59.jpg,16, 0.9671, 0.04026
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/75f832e977b730e880e161f399eb29e7.jpg,16, 0.9558, 0.04558
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/f324857edb05f6f8f96d8b3a5f675cfc.jpg,16, 0.6235, 0.03931
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/d7d19cf019606ffa433b6a4e1e998a1d.jpg,6, 0.7667, 0.04387
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/414afa4646bd51da5c65ad75b167bc10.jpg,16, 0.7898, 0.03962
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/9e4223edecb8a784140051de81e3d084.jpg,6, 0.9478, 0.04788
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/35819fc9601f8fab635e1d5e3a5ecf6e.jpg,16, 0.8234, 0.03878
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/eb2daadf0b60f36b9b10bc1afb0df642.jpg,16, 0.7882, 0.04021
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/af7775eba027edc2c6e1494349b0efc9.jpg,16, 0.9519, 0.04961
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/c61797ab941f8ad558e5785abe32b879.jpg,16, 0.9084, 0.04489
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/111e2096b8c9cd6995dd0760098c5e90.jpg,6, 0.6297, 0.04945
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/a2ab0ca78aadc4b722a696e93442891e.jpg,16, 0.6982, 0.04024
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/4c43faee0765f133922314318e01db15.jpg,16, 0.8566, 0.05038
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/325eb1a5c80d3e64eba8e302106c8cff.jpg,16, 0.7637, 0.05186
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/c71040ee3a32f4d2d1bd74baa926559b.jpg,6, 0.5443, 0.04994
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/da9886155a85b80e405e6fda6ff6bffc.jpg,16, 0.9811, 0.04144
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/ad110b805faa60443bc1fb099b818bc4.jpg,16, 0.8517, 0.05290
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/6317298a591bcb01ffda05302f96331c.jpg,16, 0.5357, 0.03915
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/118c5cd21739a7fb83bc827a9f1025ee.jpg,16, 0.9058, 0.06125
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/9c47ae621dbb17a701ccaa9d3bda9dcf.jpg,16, 0.6681, 0.03854
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/058a637d07aeafcc603e50bc4a5bd3c8.jpg,16, 0.7356, 0.04046
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/6de2a7a2c0df00efaf8d73409dc827a7.jpg,6, 0.6817, 0.04000
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/f8ad11612145e83432b3117892d79f06.jpg,16, 0.9143, 0.03901
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/f640b906051a1c498465b04b5ccf3da2.jpg,16, 0.9694, 0.04754
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/7cf534c9bc4dd4a2a9c21904d747b03e.jpg,16, 0.5987, 0.03961
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/e8f9ce18043a9f668e0e1c23e88d516b.jpg,16, 0.9103, 0.05106
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/07f99e246d1c624f854cef94eeda8be6.jpg,16, 0.5487, 0.03778
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/821ab42c828e6fc525e1d74c43a3a3c3.jpg,16, 0.9802, 0.04924
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/41f9bf1b662fc5dc47c7da736e4a26bf.jpg,16, 0.7458, 0.03832
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/3bbff7ea1def4e3bbdd906963dd464c0.jpg,16, 0.5101, 0.04733
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/2ea52aaf88ae0b15a1c721629d2fe68c.jpg,16, 0.9762, 0.03735
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/07d8e3348a5e797999cb062737df7dbe.jpg,16, 0.8543, 0.04442
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/8bc7b639fc583fee5245124c8da2a807.jpg,16, 0.9827, 0.04011
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/38f0975e1525768d320fddb9bcfd0dd4.jpg,16, 0.9012, 0.03982
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/dd9fe2c1d21fa4e7139781d8bcbb2dcd.jpg,16, 0.8976, 0.05692
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/6d4b66d544d79417300e0176d0ca1610.jpg,16, 0.7110, 0.04731
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/9332ef2bde0d75b1f04dcc87fb7f0b38.jpg,16, 0.9719, 0.07865
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/03a5bcfac8e032fa8c5696dc40a9da89.jpg,16, 0.9686, 0.03507
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/46ef8ad23832c1d2c32444de85c86959.jpg,16, 0.8669, 0.04450
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/d487878a583e39861b1bd4f7c5b806ef.jpg,16, 0.8519, 0.04333
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/e60f3bf41df251ee37e15e86fb4dc080.jpg,16, 0.8257, 0.04316
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/ecfeae354cf4ae3b703d4dd88fea4373.jpg,16, 0.7633, 0.03596
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/9aa6820a98dbc24d2d6084d677650955.jpg,16, 0.5497, 0.04900
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/01c0124e6290d89832bf0c4393d430b4.jpg,16, 0.8812, 0.03710
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/7f16dcbbbb5da54c530934de393fb179.jpg,16, 0.7783, 0.03915
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/b3794f6ba1cfe8319e8783c911b677ba.jpg,6, 0.7296, 0.04441
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/dcf8a26942ad1ee719bc33342fc22ed3.jpg,16, 0.9865, 0.03897
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/67d1388ba5a0558c93235eeebc3d1d94.jpg,16, 0.9635, 0.04434
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/73dcfe54196652775e43fa5ed9c08f5d.jpg,16, 0.5226, 0.03809
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/86d677b8f77fb471c8cb9250545b3adb.jpg,16, 0.9495, 0.04700
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/037c1251e1819ff2fe39ec0d810d3b3d.jpg,6, 0.8404, 0.03761
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/3d5d5035abae4b38275757767e534a73.jpg,16, 0.8584, 0.03867
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/87288aba02831e7f9b51c6d407ab6657.jpg,16, 0.9933, 0.04290
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/135ec7be84636b262d5c5a925d8876be.jpg,16, 0.6278, 0.03825
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Periparus ater/430d0d8d0949736efcbf6356edb10ce9.jpg,16, 0.9131, 0.04294
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/d74a06f47d115bf9435383c83e71bd9e.jpg,16, 0.9991, 0.03936
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/413191cb2b57cf13b29c598cc4eab32a.jpg,16, 0.9995, 0.04162
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/9dd3f8392a2aa202091866b5e8f718b7.jpg,16, 0.9873, 0.04293
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/aff043c1f8c95a98f90b5b3ed6de8788.jpg,16, 0.8946, 0.05390
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/6c55e63d4a9db792b9a4189e0c8b5bf9.jpg,16, 0.9817, 0.04449
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/7aeb022c4882a25c6474afe186e48f4d.jpg,16, 0.8064, 0.03767
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/9a6de9bb0719cd544af1201276eb24b3.jpg,16, 0.9778, 0.04374
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/7c5cca38a2dd0b959652df740973ee77.jpg,9, 0.6741, 0.03792
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/0174b1ba1bf6d2be04d16f8a769e4dde.jpg,16, 0.9909, 0.03937
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/de539b467b9ab2d30d4392db0acad002.jpg,16, 0.9479, 0.04512
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/5afb7b5ea73b9ebcc38245c87b01a1bb.jpg,16, 0.7755, 0.04031
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/0b2f6ba8892f8a2b6423ee56e94a38b9.jpg,16, 0.9852, 0.05662
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/835014f3fa8f6d432d7700ba21c637be.jpg,16, 0.9832, 0.04621
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/277b43befd9cfa2896150e0ff461c17a.jpg,16, 0.6685, 0.04420
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/6b33986831ffe2661cedd0961c35ec33.jpg,16, 0.8183, 0.04486
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/4de5ba66a8a8d162a37eafeccba07207.jpg,16, 0.9937, 0.05226
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/2cfb23e6b428c74f6e280d49705beba9.jpg,16, 0.9894, 0.03861
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/e82a38eaa3b2eaa97bd7dace63fa6ef6.jpg,16, 0.9377, 0.04679
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/2a77235b3fc840972e62f0d9f7f6d34b.jpg,16, 0.9837, 0.03821
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/177ea869413709e4419fd3e204693f73.jpg,16, 0.7029, 0.05238
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/47f087c76fcfcf819ffdeb21a8ae3b6c.jpg,16, 0.8880, 0.03762
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/172cc0ecfb48d02b9da387d1bf509771.jpg,16, 0.9909, 0.04525
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/abace0b638f0070aec68a7caff5a5b5d.jpg,16, 0.9730, 0.03879
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/0cfce52eeece5f20a92ceb7f5bfd98df.jpg,16, 0.7875, 0.04250
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/d06ef0ffde0a42a1fc1d45e6d13dcb76.jpg,16, 0.9054, 0.03867
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/bbb97faf9563646e6d710408013b7fbb.jpg,16, 0.9928, 0.03999
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/9ebf93a5b7891b9ea5110c6015b3d979.jpg,16, 0.9233, 0.03950
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/95067efcf4b1c6276c40b8f36e900785.jpg,16, 0.7851, 0.03870
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/f1e55bc5e7a7cd1904c48b4007ac75cc.jpg,16, 0.9653, 0.04534
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/af7675254d7ed35ccbc582ccc4c91c20.jpg,16, 0.9976, 0.03631
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/881c90564702c0e507948cafc4508247.jpg,16, 0.4991, 0.05052
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/b88cad3cdb57d7f1f5a3435112a0231d.jpg,16, 0.9281, 0.03780
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/c8fcd5f2b583832e38cdccd11e582230.jpg,16, 0.9965, 0.04817
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/1e44b7387a2cd614744f0a8ef8ad0da1.jpg,16, 0.9809, 0.03710
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/e230abbd905e94f16063eb9d616fe26f.jpg,9, 0.7887, 0.03869
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/030687566d2132642b467d2cc966fd90.jpg,16, 0.9944, 0.04166
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/52821adb070e285c1b0d026328c6a11a.jpg,16, 0.9978, 0.03767
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/f19c30ff4bf11d45dcda505d2f6a5b48.jpg,16, 0.9775, 0.03955
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/31708a714b15b8c11306f2a570d13916.jpg,16, 0.9950, 0.03735
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/b493417115df6e75b62eaf817336999a.jpg,16, 0.9969, 0.04527
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/677ec4fa7b32b5227622d45ace644dfe.jpg,16, 0.9980, 0.04589
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/119dbf4e6c887693aef3786346395337.jpg,16, 0.4066, 0.04040
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/ef4eabd274d19d8dd21283bdaf76d7b0.jpg,16, 0.9683, 0.05896
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/65ab8098fd49ad1835ff030d1c4b488b.jpg,16, 0.9999, 0.04346
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/dd2b6b3ee79fd70ad05a7610b7020ef0.jpg,16, 0.9954, 0.04538
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/ecb5020ae3895cc48f5996ab4bd98de1.jpg,16, 0.9544, 0.03783
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/41748423f1e86872e7bdde2424bb3ec2.jpg,16, 0.9369, 0.04600
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/bed2271ae6ac01fccb22cd5d53a31a1e.jpg,16, 0.9881, 0.03858
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/9fd316ed99d0827e90acc9b8e94e7422.jpg,16, 0.9979, 0.04098
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/3b3e505925150979576f4959a8c5a673.jpg,16, 0.9057, 0.03639
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/f28d52c7d948ef5a7c67d4401975e8e3.jpg,16, 0.9981, 0.04828
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/2b636aa4acbf96aad2069caf898d8205.jpg,16, 0.8810, 0.04340
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Linepithema humile/b9fe304b554fc5680848be1eccda6a39.jpg,16, 0.9058, 0.03752
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/bdef240c4841d5f3aa59cc4b720b8a89.jpg,16, 0.9418, 0.04674
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/2e194eac3dccb765a4a4b91a3cb263a6.jpg,16, 0.9483, 0.03786
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/5123435b918c60ddfbaff93aaa318182.jpg,16, 0.9464, 0.04846
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/b7348acf05081a16e53f7bb163fe8065.jpg,16, 0.9900, 0.04748
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/eafc933a862b7f461c5c74a2b2d48ef6.jpg,16, 0.9863, 0.04884
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/e27f7cd6cd7078aa06a1c43d30f8e270.jpg,16, 0.9708, 0.03996
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/1f33d973df2521269490c187d430c948.jpg,16, 0.9810, 0.04660
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/d2898b3d3ff91598b3f32edd7157579d.jpg,16, 0.8726, 0.04339
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/096ceb77449e8daad2b9406f4ee6954a.jpg,16, 0.8748, 0.04771
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/d895e2320cd7f0a6b48347334379b48e.jpg,16, 0.5235, 0.04405
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/81a5c2c8f84a76306661bf3cbe422902.jpg,16, 0.9245, 0.04032
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/ac6aa44fcf1e869333f1a009c270b2a1.jpg,16, 0.5713, 0.04497
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/be46c9c1f9b5ef0b892f04efbd10293f.jpg,16, 0.9917, 0.03835
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/cf878147b24bc719e4f2b90bd9e77756.jpg,16, 0.9822, 0.04313
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/ed3dc2147a12abb4f4cf7fe790685e6f.jpg,16, 0.9445, 0.04103
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/bbc71d5a17acbc4c14ac989e21e85057.jpg,16, 0.9653, 0.04673
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/c05911f69d6ec636fc8fd78773fee62f.jpg,16, 0.9593, 0.04058
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/ae8a0144e0165f2bb5e3fea220c4a16f.jpg,16, 0.9953, 0.04967
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/1da14788f6f1d98460e5ee797f8d8dc0.jpg,16, 0.9837, 0.04027
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/b9a8fe67319f5fc8be476e247a189b8f.jpg,16, 0.9925, 0.04169
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/30bb954b687a40e0b1ea77bb1bc2418b.jpg,16, 0.8829, 0.03994
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/3f6b942ac665d48b85c22f4593a21c0f.jpg,16, 0.9601, 0.04229
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/c3ba8b1857f8ebd75dfb1fe5dae014f3.jpg,16, 0.8926, 0.04455
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/66be3754e02cc7372dcd4a369f98cdee.jpg,16, 0.9952, 0.05838
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/9b8854d258cc764c370cc4da8b4e0153.jpg,16, 0.9741, 0.04528
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/136283b565ccac3e4d091e718733ce8c.jpg,16, 0.9712, 0.07514
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/822031881c97ccb1ea8b59d5baf190f1.jpg,16, 0.9572, 0.04059
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/b167ae914edde48ea2ece7f086fb36c7.jpg,16, 0.7071, 0.04257
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Serinus serinus/74949666037b3db309246c680e116ecb.jpg,16, 0.9934, 0.06198
